測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(ug/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
10210010,2019/01/14,09,,0.012,0.016,0.028,,0.011,,,,0,6,,,,,
10210010,2019/01/14,10,,0.005,0.009,0.014,,0.026,,,,0.007,12,,,,,
10210010,2019/01/14,11,,0.002,0.005,0.007,,0.037,,,,0,6,,,,,
10210010,2019/01/14,12,,0.001,0.003,0.004,,0.042,,,,0,2,,,,,
10210010,2019/01/14,13,,0.001,0.003,0.004,,0.044,,,,0.008,6,,,,,
10210010,2019/01/14,14,,0,0.002,0.002,,0.045,,,,0.010,-2,,,,,
10210010,2019/01/14,15,,0,0.003,0.003,,0.045,,,,0,7,,,,,
10210010,2019/01/14,16,,0,0.004,0.004,,0.044,,,,0.008,6,,,,,
10210010,2019/01/14,17,,0,0.005,0.005,,0.042,,,,0.006,12,,,,,
10210010,2019/01/14,18,,0.001,0.012,0.013,,0.032,,,,0.011,14,,,,,
10210010,2019/01/14,19,,0,0.013,0.013,,0.025,,,,0.011,9,,,,,
10210010,2019/01/14,20,,0.001,0.013,0.014,,0.021,,,,0.009,8,,,,,
10210010,2019/01/14,21,,0.001,0.011,0.012,,0.020,,,,0.002,2,,,,,
10210010,2019/01/14,22,,0,0.008,0.008,,0.021,,,,0.002,7,,,,,
10210010,2019/01/14,23,,0,0.008,0.008,,,,,,0.010,2,,,,,
10210010,2019/01/14,24,,0,0.012,0.012,,,,,,0.008,6,,,,,
10210010,2019/01/15,01,,0,0.012,0.012,,,,,,0.001,7,,,,,
10210010,2019/01/15,02,,0,0.008,0.008,,,,,,0.001,6,,,,,
10210010,2019/01/15,03,,0,0.009,0.009,,,,,,0,-8,,,,,
10210010,2019/01/15,04,,0,0.010,0.010,,,,,,0.006,4,,,,,
10210010,2019/01/15,05,,0.001,0.010,0.011,,,,,,0.003,0,,,,,
10210010,2019/01/15,06,,0.001,0.013,0.014,,,,,,0.006,-1,,,,,
10210010,2019/01/15,07,,0.002,0.015,0.017,,,,,,0.006,4,,,,,
10210010,2019/01/15,08,,0.005,0.015,0.020,,,,,,0.004,4,,,,,
10210010,2019/01/15,09,,0.007,0.017,0.024,,,,,,0.012,6,,,,,
10210010,2019/01/15,10,,0.004,0.013,0.017,,,,,,0.010,14,,,,,
10210010,2019/01/15,11,,0.004,0.014,0.018,,,,,,0.018,23,,,,,
10210010,2019/01/15,12,,0.001,0.007,0.008,,,,,,,,,,,,
10210010,2019/01/15,13,,0.001,0.007,0.008,,0.037,,,,0.009,12,,,,,
10210010,2019/01/15,14,,0.002,0.006,0.008,,0.038,,,,0.005,7,,,,,
10210010,2019/01/15,15,,0.001,0.007,0.008,,0.040,,,,0.018,5,,,,,
10210010,2019/01/15,16,,0.001,0.006,0.007,,0.040,,,,0.010,17,,,,,
10210010,2019/01/15,17,,0.001,0.012,0.013,,0.033,,,,0.013,13,,,,,
10210010,2019/01/15,18,,0.001,0.023,0.024,,0.017,,,,0.015,18,,,,,
10210010,2019/01/15,19,,0.002,0.026,0.028,,0.010,,,,0.009,12,,,,,
10210010,2019/01/15,20,,0.008,0.025,0.033,,0.007,,,,0.023,17,,,,,
10210010,2019/01/15,21,,0.003,0.021,0.024,,0.008,,,,0.006,16,,,,,
10210010,2019/01/15,22,,0.001,0.018,0.019,,0.009,,,,0.018,20,,,,,
10210010,2019/01/15,23,,0.001,0.014,0.015,,0.013,,,,0.008,10,,,,,
10210010,2019/01/15,24,,0,0.011,0.011,,0.016,,,,0.004,8,,,,,
10210010,2019/01/16,01,,0,0.010,0.010,,,,,,0.003,11,,,,,
10210010,2019/01/16,02,,0,0.012,0.012,,0.012,,,,0.013,10,,,,,
10210010,2019/01/16,03,,0,0.013,0.013,,0.009,,,,0.009,15,,,,,
10210010,2019/01/16,04,,0,0.011,0.011,,0.013,,,,0.024,13,,,,,
10210010,2019/01/16,05,,0,0.010,0.010,,0.016,,,,0.002,11,,,,,
10210010,2019/01/16,06,,0,0.008,0.008,,0.028,,,,0.002,6,,,,,
10210010,2019/01/16,07,,0.004,0.017,0.021,,0.009,,,,0.001,7,,,,,
10210010,2019/01/16,08,,0.003,0.017,0.020,,0.018,,,,0,3,,,,,
10210010,2019/01/16,09,,0.001,0.005,0.006,,0.039,,,,0,3,,,,,
10210010,2019/01/16,10,,0.002,0.010,0.012,,0.035,,,,0,0,,,,,
10210010,2019/01/16,11,,0.002,0.008,0.010,,0.036,,,,0,3,,,,,
10210010,2019/01/16,12,,0.001,0.005,0.006,,0.040,,,,0.004,6,,,,,
10210010,2019/01/16,13,,0.001,0.005,0.006,,0.042,,,,0.007,9,,,,,
10210010,2019/01/16,14,,0.001,0.005,0.006,,0.044,,,,0.003,15,,,,,
10210010,2019/01/16,15,,0.001,0.005,0.006,,0.044,,,,0.021,4,,,,,
10210010,2019/01/16,16,,0,0.004,0.004,,0.044,,,,0.011,9,,,,,
10210010,2019/01/16,17,,0,0.004,0.004,,0.042,,,,0.006,2,,,,,
10210010,2019/01/16,18,,0.001,0.004,0.005,,0.040,,,,0.018,5,,,,,
10210010,2019/01/16,19,,0.001,0.008,0.009,,0.034,,,,0.004,7,,,,,
10210010,2019/01/16,20,,0.001,0.010,0.011,,0.030,,,,0.010,10,,,,,
10210010,2019/01/16,21,,0.002,0.016,0.018,,0.022,,,,0,10,,,,,
10210010,2019/01/16,22,,0.003,0.021,0.024,,0.013,,,,0.004,9,,,,,
10210010,2019/01/16,23,,0.001,0.008,0.009,,0.028,,,,0,7,,,,,
10210010,2019/01/16,24,,0,0.007,0.007,,0.026,,,,0.004,6,,,,,
10210010,2019/01/17,01,,0,0.006,0.006,,0.029,,,,0.005,0,,,,,
10210010,2019/01/17,02,,0,0.004,0.004,,0.032,,,,0.009,6,,,,,
10210010,2019/01/17,03,,0,0.004,0.004,,0.032,,,,0.006,7,,,,,
10210010,2019/01/17,04,,0,0.004,0.004,,0.030,,,,0.002,0,,,,,
10210010,2019/01/17,05,,0,0.007,0.007,,0.024,,,,0.002,5,,,,,
10210010,2019/01/17,06,,0,0.008,0.008,,0.026,,,,0,2,,,,,
10210010,2019/01/17,07,,0.004,0.023,0.027,,0.009,,,,0.011,8,,,,,
10210010,2019/01/17,08,,0.009,0.025,0.034,,0.008,,,,0.012,9,,,,,
10210010,2019/01/17,09,,0.012,0.020,0.032,,0.016,,,,0,11,,,,,
10210010,2019/01/17,10,,0.005,0.012,0.017,,0.027,,,,0.001,3,,,,,
10210010,2019/01/17,11,,0.003,0.008,0.011,,0.034,,,,0,3,,,,,
10210010,2019/01/17,12,,0.001,0.004,0.005,,0.043,,,,0,4,,,,,
10210010,2019/01/17,13,,0.001,0.003,0.004,,0.045,,,,0,11,,,,,
10210010,2019/01/17,14,,0.001,0.003,0.004,,0.045,,,,0,0,,,,,
10210010,2019/01/17,15,,0.001,0.004,0.005,,0.043,,,,0,-1,,,,,
10210010,2019/01/17,16,,0.001,0.003,0.004,,0.043,,,,0,6,,,,,
10210010,2019/01/17,17,,0,0.004,0.004,,0.041,,,,0.002,0,,,,,
10210010,2019/01/17,18,,0,0.005,0.005,,0.039,,,,0,-6,,,,,
10210010,2019/01/17,19,,0,0.003,0.003,,0.040,,,,0,4,,,,,
10210010,2019/01/17,20,,0,0.003,0.003,,0.039,,,,0.005,3,,,,,
10210010,2019/01/17,21,,0.001,0.004,0.005,,0.039,,,,0,0,,,,,
10210010,2019/01/17,22,,0.001,0.003,0.004,,0.039,,,,0.009,-1,,,,,
10210010,2019/01/17,23,,0,0.003,0.003,,0.040,,,,0,-7,,,,,
10210010,2019/01/17,24,,0,0.002,0.002,,0.039,,,,0,-1,,,,,
10210010,2019/01/18,01,,0,0.002,0.002,,0.037,,,,0,-6,,,,,
10210010,2019/01/18,02,,0,0.002,0.002,,0.039,,,,0,1,,,,,
10210010,2019/01/18,03,,0,0.001,0.001,,0.041,,,,0.003,4,,,,,
10210010,2019/01/18,04,,0,0.001,0.001,,0.042,,,,0.010,3,,,,,
10210010,2019/01/18,05,,0,0.001,0.001,,0.042,,,,0.004,7,,,,,
10210010,2019/01/18,06,,0,0.004,0.004,,0.037,,,,0,-1,,,,,
10210010,2019/01/18,07,,0,0.003,0.003,,0.039,,,,0.005,6,,,,,
10210010,2019/01/18,08,,0.001,0.004,0.005,,0.039,,,,0.004,1,,,,,
10210010,2019/01/18,09,,0.001,0.004,0.005,,0.039,,,,0,-5,,,,,
10210010,2019/01/18,10,,0.001,0.003,0.004,,0.041,,,,0,6,,,,,
10210010,2019/01/18,11,,0.001,0.003,0.004,,0.042,,,,0,2,,,,,
10210010,2019/01/18,12,,0.001,0.002,0.003,,0.043,,,,0,5,,,,,
10210010,2019/01/18,13,,0,0.002,0.002,,0.043,,,,0.001,1,,,,,
10210010,2019/01/18,14,,0,0.002,0.002,,0.044,,,,0.008,4,,,,,
10210010,2019/01/18,15,,0,0.002,0.002,,0.044,,,,0,-2,,,,,
10210010,2019/01/18,16,,0.001,0.003,0.004,,0.043,,,,0,8,,,,,
10210010,2019/01/18,17,,0.001,0.004,0.005,,0.042,,,,0,3,,,,,
10210010,2019/01/18,18,,0,0.005,0.005,,0.041,,,,0.005,2,,,,,
10210010,2019/01/18,19,,0,0.004,0.004,,0.041,,,,0.005,0,,,,,
10210010,2019/01/18,20,,0,0.007,0.007,,0.034,,,,0.013,1,,,,,
10210010,2019/01/18,21,,0,0.007,0.007,,0.033,,,,0.001,3,,,,,
10210010,2019/01/18,22,,0,0.005,0.005,,0.036,,,,0,1,,,,,
10210010,2019/01/18,23,,0,0.004,0.004,,0.037,,,,0,3,,,,,
10210010,2019/01/18,24,,0,0.004,0.004,,0.034,,,,0,5,,,,,
10210010,2019/01/19,01,,0,0.004,0.004,,0.034,,,,0,3,,,,,
10210010,2019/01/19,02,,0,0.003,0.003,,0.036,,,,0,4,,,,,
10210010,2019/01/19,03,,0,0.003,0.003,,0.037,,,,0,-1,,,,,
10210010,2019/01/19,04,,0,0.003,0.003,,0.036,,,,0.007,2,,,,,
10210010,2019/01/19,05,,0,0.003,0.003,,0.036,,,,0.006,0,,,,,
10210010,2019/01/19,06,,0,0.003,0.003,,0.037,,,,0,-2,,,,,
10210010,2019/01/19,07,,0,0.003,0.003,,0.037,,,,0.013,-1,,,,,
10210010,2019/01/19,08,,0.002,0.005,0.007,,0.035,,,,0,3,,,,,
10210010,2019/01/19,09,,0.001,0.005,0.006,,0.036,,,,0,-1,,,,,
10210010,2019/01/19,10,,0.001,0.003,0.004,,0.040,,,,0,12,,,,,
10210010,2019/01/19,11,,0.001,0.003,0.004,,0.042,,,,0.012,-3,,,,,
10210010,2019/01/19,12,,0.001,0.003,0.004,,0.044,,,,0,1,,,,,
10210010,2019/01/19,13,,0.001,0.003,0.004,,0.045,,,,0.005,-1,,,,,
10210010,2019/01/19,14,,0.001,0.002,0.003,,0.046,,,,0.001,9,,,,,
10210010,2019/01/19,15,,0,0.003,0.003,,0.045,,,,0.022,1,,,,,
10210010,2019/01/19,16,,0.001,0.004,0.005,,0.044,,,,0,7,,,,,
10210010,2019/01/19,17,,0,0.005,0.005,,0.043,,,,0.007,-1,,,,,
10210010,2019/01/19,18,,0.001,0.008,0.009,,0.039,,,,0.003,7,,,,,
10210010,2019/01/19,19,,0.001,0.009,0.010,,0.034,,,,0.015,-1,,,,,
10210010,2019/01/19,20,,0.001,0.016,0.017,,0.021,,,,0.004,9,,,,,
10210010,2019/01/19,21,,0.001,0.011,0.012,,0.020,,,,0.010,12,,,,,
10210010,2019/01/19,22,,0.001,0.011,0.012,,0.018,,,,0,8,,,,,
10210010,2019/01/19,23,,0.001,0.010,0.011,,0.016,,,,0.004,3,,,,,
10210010,2019/01/19,24,,0,0.008,0.008,,0.019,,,,0.001,0,,,,,
10210010,2019/01/20,01,,0,0.007,0.007,,0.022,,,,0,3,,,,,
10210010,2019/01/20,02,,0.002,0.010,0.012,,0.017,,,,0.007,4,,,,,
10210010,2019/01/20,03,,0,0.009,0.009,,0.014,,,,0.007,8,,,,,
10210010,2019/01/20,04,,0,0.009,0.009,,0.013,,,,0.006,4,,,,,
10210010,2019/01/20,05,,0,0.007,0.007,,0.016,,,,0.005,5,,,,,
10210010,2019/01/20,06,,0,0.007,0.007,,0.016,,,,0,9,,,,,
10210010,2019/01/20,07,,0,0.008,0.008,,0.014,,,,0.001,4,,,,,
10210010,2019/01/20,08,,0.004,0.014,0.018,,0.007,,,,0.002,6,,,,,
10210010,2019/01/20,09,,0.006,0.013,0.019,,0.012,,,,0.008,9,,,,,
10210010,2019/01/20,10,,0.005,0.010,0.015,,0.024,,,,0,-1,,,,,
10210010,2019/01/20,11,,0.004,0.007,0.011,,0.035,,,,0,1,,,,,
10210010,2019/01/20,12,,0.002,0.006,0.008,,0.041,,,,0.014,6,,,,,
10210010,2019/01/20,13,,0.002,0.006,0.008,,0.043,,,,0.005,5,,,,,
10210010,2019/01/20,14,,0.003,0.009,0.012,,0.041,,,,0.024,12,,,,,
10210010,2019/01/20,15,,0.002,0.009,0.011,,0.040,,,,0.040,24,,,,,
10210010,2019/01/20,16,,0.002,0.009,0.011,,0.038,,,,0.010,15,,,,,
10210010,2019/01/20,17,,0.001,0.007,0.008,,0.040,,,,0,0,,,,,
10210010,2019/01/20,18,,0,0.004,0.004,,0.042,,,,0.006,4,,,,,
10210010,2019/01/20,19,,0,0.007,0.007,,0.036,,,,0,-1,,,,,
10210010,2019/01/20,20,,0.001,0.006,0.007,,0.037,,,,0,6,,,,,
10210010,2019/01/20,21,,0,0.005,0.005,,0.038,,,,0.003,3,,,,,
10210010,2019/01/20,22,,0,0.003,0.003,,0.041,,,,0.011,-1,,,,,
10210010,2019/01/20,23,,0,0.003,0.003,,0.041,,,,0,-3,,,,,
10210010,2019/01/20,24,,0,0.002,0.002,,0.042,,,,0,2,,,,,
10210010,2019/01/21,01,,0,0.002,0.002,,0.041,,,,0,0,,,,,
10210010,2019/01/21,02,,0,0.002,0.002,,0.041,,,,0,4,,,,,
10210010,2019/01/21,03,,0,0.002,0.002,,0.041,,,,0.012,4,,,,,
10210010,2019/01/21,04,,0,0.002,0.002,,0.039,,,,0.009,5,,,,,
10210010,2019/01/21,05,,0,0.004,0.004,,0.036,,,,0,-1,,,,,
10210010,2019/01/21,06,,0,0.006,0.006,,0.031,,,,0.001,4,,,,,
10210010,2019/01/21,07,,0.001,0.009,0.010,,0.025,,,,0.009,4,,,,,
10210010,2019/01/21,08,,0.003,0.015,0.018,,0.021,,,,0,2,,,,,
10210010,2019/01/21,09,,0.002,0.009,0.011,,0.031,,,,0,0,,,,,
10210010,2019/01/21,10,,0.001,0.004,0.005,,0.037,,,,0,2,,,,,
10210010,2019/01/21,11,,0.001,0.003,0.004,,0.040,,,,0.006,6,,,,,
10210010,2019/01/21,12,,0.001,0.003,0.004,,0.041,,,,0.004,4,,,,,
10210010,2019/01/21,13,,0.001,0.002,0.003,,0.042,,,,0,3,,,,,
10210010,2019/01/21,14,,0.001,0.002,0.003,,0.043,,,,0,2,,,,,
10210010,2019/01/21,15,,0.001,0.003,0.004,,0.042,,,,0.008,0,,,,,
10210010,2019/01/21,16,,0,0.003,0.003,,0.042,,,,0.001,0,,,,,
10210010,2019/01/21,17,,0.001,0.007,0.008,,0.035,,,,0.006,4,,,,,
10210010,2019/01/21,18,,0.001,0.010,0.011,,0.030,,,,0.001,4,,,,,
10210010,2019/01/21,19,,0.001,0.017,0.018,,0.020,,,,0.002,3,,,,,
10210010,2019/01/21,20,,0.001,0.020,0.021,,0.014,,,,0,10,,,,,
10210010,2019/01/21,21,,0.001,0.018,0.019,,0.012,,,,0,3,,,,,
10210010,2019/01/21,22,,0.002,0.021,0.023,,0.007,,,,0.004,9,,,,,
10210010,2019/01/21,23,,0.001,0.017,0.018,,0.008,,,,0.016,11,,,,,
10210010,2019/01/21,24,,0.001,0.018,0.019,,0.005,,,,0.005,9,,,,,
10210010,2019/01/22,01,,0.001,0.016,0.017,,0.008,,,,0.010,5,,,,,
10210010,2019/01/22,02,,0,0.014,0.014,,0.010,,,,0,1,,,,,
10210010,2019/01/22,03,,0.001,0.017,0.018,,0.006,,,,0.006,1,,,,,
10210010,2019/01/22,04,,0.001,0.018,0.019,,0.005,,,,0,1,,,,,
10210010,2019/01/22,05,,0.001,0.017,0.018,,0.005,,,,0,5,,,,,
10210010,2019/01/22,06,,0.001,0.015,0.016,,0.008,,,,0.001,-1,,,,,
10210010,2019/01/22,07,,0.004,0.019,0.023,,0.005,,,,0.013,6,,,,,
10210010,2019/01/22,08,,0.003,0.017,0.020,,0.010,,,,0.008,-2,,,,,
10210010,2019/01/22,09,,0.003,0.015,0.018,,0.020,,,,0.003,0,,,,,
10210010,2019/01/22,10,,0.003,0.008,0.011,,0.030,,,,0,5,,,,,
10210010,2019/01/22,11,,,,,,,,,,0,2,,,,,
10210010,2019/01/22,12,,,,,,0.034,,,,0.002,4,,,,,
10210010,2019/01/22,13,,0.002,0.004,0.006,,0.036,,,,0.019,8,,,,,
10210010,2019/01/22,14,,0.001,0.004,0.005,,0.039,,,,0.004,-1,,,,,
10210010,2019/01/22,15,,0.001,0.003,0.004,,0.041,,,,0,2,,,,,
10210010,2019/01/22,16,,0.001,0.003,0.004,,0.042,,,,0.006,-1,,,,,
10210010,2019/01/22,17,,0,0.003,0.003,,0.041,,,,0,3,,,,,
10210010,2019/01/22,18,,0,0.006,0.006,,0.037,,,,0.006,0,,,,,
10210010,2019/01/22,19,,0.002,0.009,0.011,,0.031,,,,0.010,2,,,,,
10210010,2019/01/22,20,,0.001,0.006,0.007,,0.034,,,,0.009,8,,,,,
10210010,2019/01/22,21,,0.001,0.007,0.008,,0.032,,,,0.014,4,,,,,
10210010,2019/01/22,22,,0,0.008,0.008,,0.028,,,,0.006,7,,,,,
10210010,2019/01/22,23,,0.001,0.008,0.009,,0.029,,,,0.017,10,,,,,
10210010,2019/01/22,24,,0,0.005,0.005,,0.030,,,,0.016,15,,,,,
10210010,2019/01/23,01,,0,0.005,0.005,,,,,,0.002,4,,,,,
10210010,2019/01/23,02,,0,0.005,0.005,,0.029,,,,0.001,13,,,,,
10210010,2019/01/23,03,,0,0.004,0.004,,0.029,,,,0.004,5,,,,,
10210010,2019/01/23,04,,0,0.005,0.005,,0.027,,,,0.002,9,,,,,
10210010,2019/01/23,05,,0,0.005,0.005,,0.028,,,,0,3,,,,,
10210010,2019/01/23,06,,0,0.005,0.005,,0.030,,,,0.003,6,,,,,
10210010,2019/01/23,07,,0,0.008,0.008,,0.026,,,,0,3,,,,,
10210010,2019/01/23,08,,0.005,0.015,0.020,,0.017,,,,0.011,6,,,,,
10210010,2019/01/23,09,,0.011,0.018,0.029,,0.015,,,,0.001,5,,,,,
10210010,2019/01/23,10,,0.004,0.010,0.014,,0.028,,,,0,4,,,,,
10210010,2019/01/23,11,,0.001,0.005,0.006,,0.039,,,,0,5,,,,,
10210010,2019/01/23,12,,0.001,0.004,0.005,,0.041,,,,0.011,5,,,,,
10210010,2019/01/23,13,,0.001,0.004,0.005,,0.041,,,,0,3,,,,,
10210010,2019/01/23,14,,0.001,0.005,0.006,,0.041,,,,0.015,6,,,,,
10210010,2019/01/23,15,,0.002,0.007,0.009,,0.041,,,,0.010,0,,,,,
10210010,2019/01/23,16,,0.001,0.010,0.011,,0.038,,,,0.004,7,,,,,
10210010,2019/01/23,17,,0.001,0.014,0.015,,0.033,,,,0.012,18,,,,,
10210010,2019/01/23,18,,0.001,0.027,0.028,,0.017,,,,0.020,20,,,,,
10210010,2019/01/23,19,,0.003,0.029,0.032,,0.010,,,,0.019,13,,,,,
10210010,2019/01/23,20,,0.002,0.024,0.026,,0.010,,,,0.004,12,,,,,
10210010,2019/01/23,21,,0.005,0.023,0.028,,0.010,,,,0.008,8,,,,,
10210010,2019/01/23,22,,0.004,0.029,0.033,,0.004,,,,0.025,14,,,,,
10210010,2019/01/23,23,,0.002,0.016,0.018,,0.026,,,,0.012,7,,,,,
10210010,2019/01/23,24,,0,0.002,0.002,,0.043,,,,0,1,,,,,
10210010,2019/01/24,01,,0,0.002,0.002,,0.042,,,,0.002,-4,,,,,
10210010,2019/01/24,02,,0,0.002,0.002,,0.040,,,,0.011,4,,,,,
10210010,2019/01/24,03,,0,0.002,0.002,,0.040,,,,0,-3,,,,,
10210010,2019/01/24,04,,0,0.002,0.002,,0.039,,,,0.005,-2,,,,,
10210010,2019/01/24,05,,0,0.002,0.002,,0.037,,,,0.004,3,,,,,
10210010,2019/01/24,06,,0,0.003,0.003,,0.036,,,,0.006,-3,,,,,
10210010,2019/01/24,07,,0,0.004,0.004,,0.037,,,,0.006,6,,,,,
10210010,2019/01/24,08,,0.001,0.005,0.006,,0.036,,,,0,-2,,,,,
10210010,2019/01/24,09,,0.002,0.006,0.008,,0.035,,,,0.004,-1,,,,,
10210010,2019/01/24,10,,0.001,0.003,0.004,,0.038,,,,0,0,,,,,
10210010,2019/01/24,11,,0.001,0.002,0.003,,0.039,,,,0,1,,,,,
10210010,2019/01/24,12,,0.001,0.002,0.003,,0.040,,,,0.007,11,,,,,
10210010,2019/01/24,13,,0.001,0.002,0.003,,0.041,,,,0.002,2,,,,,
10210010,2019/01/24,14,,0,0.002,0.002,,0.041,,,,0.003,6,,,,,
10210010,2019/01/24,15,,0.001,0.002,0.003,,0.042,,,,0,2,,,,,
10210010,2019/01/24,16,,0,0.002,0.002,,0.042,,,,0.001,2,,,,,
10210010,2019/01/24,17,,0,0.002,0.002,,0.041,,,,0,1,,,,,
10210010,2019/01/24,18,,0,0.003,0.003,,0.039,,,,0,-3,,,,,
10210010,2019/01/24,19,,0,0.004,0.004,,0.037,,,,0.001,-4,,,,,
10210010,2019/01/24,20,,0,0.005,0.005,,0.035,,,,0.001,-1,,,,,
10210010,2019/01/24,21,,0.001,0.003,0.004,,0.038,,,,0,2,,,,,
10210010,2019/01/24,22,,0,0.003,0.003,,0.038,,,,0.011,6,,,,,
10210010,2019/01/24,23,,0,0.003,0.003,,0.037,,,,0.004,4,,,,,
10210010,2019/01/24,24,,0,0.003,0.003,,0.036,,,,0.022,3,,,,,
10210010,2019/01/25,01,,0,0.003,0.003,,0.036,,,,0,-1,,,,,
10210010,2019/01/25,02,,0,0.003,0.003,,0.036,,,,0.003,2,,,,,
10210010,2019/01/25,03,,0,0.003,0.003,,0.035,,,,0,1,,,,,
10210010,2019/01/25,04,,0,0.002,0.002,,0.036,,,,0,-4,,,,,
10210010,2019/01/25,05,,0,0.003,0.003,,0.036,,,,0.008,2,,,,,
10210010,2019/01/25,06,,0,0.003,0.003,,0.036,,,,0.002,2,,,,,
10210010,2019/01/25,07,,0,0.004,0.004,,0.035,,,,0,4,,,,,
10210010,2019/01/25,08,,0.001,0.006,0.007,,0.034,,,,0,1,,,,,
10210010,2019/01/25,09,,0.002,0.005,0.007,,0.037,,,,0.007,-7,,,,,
10210010,2019/01/25,10,,0.001,0.003,0.004,,0.039,,,,0,-3,,,,,
10210010,2019/01/25,11,,0.001,0.003,0.004,,0.041,,,,0,4,,,,,
10210010,2019/01/25,12,,0.001,0.003,0.004,,0.042,,,,0,3,,,,,
10210010,2019/01/25,13,,0.001,0.004,0.005,,0.042,,,,0,0,,,,,
10210010,2019/01/25,14,,0.001,0.003,0.004,,0.044,,,,0.008,7,,,,,
10210010,2019/01/25,15,,0,0.003,0.003,,0.045,,,,0.008,1,,,,,
10210010,2019/01/25,16,,0.001,0.004,0.005,,0.042,,,,0,-3,,,,,
10210010,2019/01/25,17,,0.001,0.005,0.006,,0.040,,,,0.005,3,,,,,
10210010,2019/01/25,18,,0.001,0.008,0.009,,0.037,,,,0.002,-2,,,,,
10210010,2019/01/25,19,,0,0.009,0.009,,0.035,,,,0.010,0,,,,,
10210010,2019/01/25,20,,0.001,0.014,0.015,,0.026,,,,0,-1,,,,,
10210010,2019/01/25,21,,0.001,0.018,0.019,,0.016,,,,0.001,3,,,,,
10210010,2019/01/25,22,,0.001,0.018,0.019,,0.014,,,,0.004,1,,,,,
10210010,2019/01/25,23,,0.001,0.014,0.015,,0.017,,,,0,6,,,,,
10210010,2019/01/25,24,,0,0.015,0.015,,0.012,,,,0,0,,,,,
10210010,2019/01/26,01,,0.001,0.016,0.017,,0.010,,,,0.004,0,,,,,
10210010,2019/01/26,02,,0,0.011,0.011,,0.013,,,,0.011,-1,,,,,
10210010,2019/01/26,03,,0,0.011,0.011,,0.012,,,,0.001,3,,,,,
10210010,2019/01/26,04,,0,0.011,0.011,,0.014,,,,0.007,0,,,,,
10210010,2019/01/26,05,,0,0.009,0.009,,0.022,,,,0.012,11,,,,,
10210010,2019/01/26,06,,0,0.006,0.006,,0.026,,,,0.003,9,,,,,
10210010,2019/01/26,07,,0,0.004,0.004,,0.032,,,,0.020,2,,,,,
10210010,2019/01/26,08,,0.001,0.004,0.005,,0.035,,,,0.004,-2,,,,,
10210010,2019/01/26,09,,0.001,0.003,0.004,,0.037,,,,0,-5,,,,,
10210010,2019/01/26,10,,0.001,0.003,0.004,,0.040,,,,0,2,,,,,
10210010,2019/01/26,11,,0.001,0.003,0.004,,0.041,,,,0,5,,,,,
10210010,2019/01/26,12,,0.001,0.002,0.003,,0.042,,,,0,-3,,,,,
10210010,2019/01/26,13,,0.001,0.002,0.003,,0.043,,,,0.008,8,,,,,
10210010,2019/01/26,14,,0,0.002,0.002,,0.042,,,,0,4,,,,,
10210010,2019/01/26,15,,0.001,0.002,0.003,,0.042,,,,0.010,-8,,,,,
10210010,2019/01/26,16,,0,0.002,0.002,,0.041,,,,0.007,4,,,,,
10210010,2019/01/26,17,,0,0.002,0.002,,0.039,,,,0,1,,,,,
10210010,2019/01/26,18,,0.001,0.002,0.003,,0.038,,,,0,4,,,,,
10210010,2019/01/26,19,,0,0.003,0.003,,0.037,,,,0.002,7,,,,,
10210010,2019/01/26,20,,0,0.003,0.003,,0.036,,,,0,4,,,,,
10210010,2019/01/26,21,,0,0.003,0.003,,0.038,,,,0,0,,,,,
10210010,2019/01/26,22,,0,0.002,0.002,,0.040,,,,0,0,,,,,
10210010,2019/01/26,23,,0,0.002,0.002,,0.039,,,,0,6,,,,,
10210010,2019/01/26,24,,0,0.001,0.001,,0.039,,,,0,-2,,,,,
10210010,2019/01/27,01,,0,0.002,0.002,,0.037,,,,0,8,,,,,
10210010,2019/01/27,02,,0,0.002,0.002,,0.035,,,,0,1,,,,,
10210010,2019/01/27,03,,0,0.001,0.001,,0.036,,,,0.001,0,,,,,
10210010,2019/01/27,04,,0,0.001,0.001,,0.037,,,,0,-1,,,,,
10210010,2019/01/27,05,,0,0.001,0.001,,0.038,,,,0,-1,,,,,
10210010,2019/01/27,06,,0,0.001,0.001,,0.038,,,,0,-6,,,,,
10210010,2019/01/27,07,,0,0.002,0.002,,0.038,,,,0,0,,,,,
10210010,2019/01/27,08,,0,0.002,0.002,,0.038,,,,0,4,,,,,
10210010,2019/01/27,09,,0,0.001,0.001,,0.039,,,,0,-3,,,,,
10210010,2019/01/27,10,,0.001,0.002,0.003,,0.039,,,,0,5,,,,,
10210010,2019/01/27,11,,0,0.002,0.002,,0.041,,,,0,3,,,,,
10210010,2019/01/27,12,,0.001,0.002,0.003,,0.042,,,,0,0,,,,,
10210010,2019/01/27,13,,0,0.001,0.001,,0.044,,,,0.001,4,,,,,
10210010,2019/01/27,14,,0.001,0.001,0.002,,0.045,,,,0,2,,,,,
10210010,2019/01/27,15,,0,0.001,0.001,,0.045,,,,0.011,0,,,,,
10210010,2019/01/27,16,,0,0.001,0.001,,0.045,,,,0.009,4,,,,,
